branchId,departmentId,serviceType,sameDepartmentPeopleAhead,dayOfWeek,hourOfDay,actualWaitMinutes
651b2c3f,deptB,kiosk,0,6,20,15.71
651b2c3f,deptA,walk-in,16,2,18,207.33
651b2c3e,deptB,walk-in,3,5,13,118.11
651b2c3f,deptB,kiosk,4,6,20,76.54
651b2c3f,deptC,online,5,6,19,56.30
651b2c3e,deptA,walk-in,10,0,14,197.00
651b2c3d,deptB,online,0,3,14,12.07
651b2c3d,deptB,kiosk,14,1,9,215.88
651b2c3f,deptC,kiosk,9,6,17,94.05
651b2c3d,deptA,kiosk,15,0,15,177.54
651b2c3d,deptB,online,2,2,9,46.40
651b2c3e,deptB,online,17,2,18,383.07
651b2c3e,deptB,kiosk,20,4,11,423.43
651b2c3f,deptA,online,8,6,18,75.68
651b2c3e,deptA,kiosk,6,3,20,68.22
651b2c3f,deptA,online,0,1,15,7.16
651b2c3d,deptB,walk-in,6,2,15,124.72
651b2c3d,deptC,walk-in,14,3,8,133.49
651b2c3d,deptB,online,13,5,10,122.10
651b2c3d,deptC,kiosk,20,3,12,248.02
651b2c3d,deptC,walk-in,0,1,8,9.60
651b2c3d,deptA,kiosk,4,0,17,95.68
651b2c3e,deptB,walk-in,7,0,15,250.84
651b2c3d,deptA,online,7,4,16,74.06
651b2c3e,deptB,walk-in,10,2,20,235.29
651b2c3e,deptA,kiosk,9,4,8,100.07
651b2c3d,deptA,kiosk,8,3,15,80.33
651b2c3f,deptB,kiosk,16,1,12,360.37
651b2c3f,deptC,walk-in,10,1,19,105.29
651b2c3d,deptC,online,18,2,19,170.60
651b2c3f,deptB,walk-in,13,1,12,279.60
651b2c3d,deptB,walk-in,13,5,14,254.10
651b2c3e,deptC,kiosk,17,2,10,173.70
651b2c3e,deptC,walk-in,5,2,13,58.12
651b2c3d,deptB,online,16,1,12,290.58
651b2c3d,deptA,walk-in,6,2,15,62.19
651b2c3f,deptB,kiosk,11,3,11,185.08
651b2c3f,deptA,online,11,3,14,58.72
651b2c3d,deptB,kiosk,8,4,14,165.51
651b2c3d,deptA,kiosk,3,2,9,41.00
651b2c3d,deptA,walk-in,13,6,12,220.31
651b2c3d,deptC,online,2,2,9,19.06
651b2c3e,deptA,walk-in,5,6,16,111.74
651b2c3f,deptC,kiosk,13,5,17,114.36
651b2c3f,deptC,walk-in,2,4,9,22.90
651b2c3e,deptC,walk-in,0,6,15,16.92
651b2c3f,deptB,walk-in,13,3,13,287.50
651b2c3f,deptB,walk-in,6,3,20,98.34
651b2c3f,deptA,walk-in,15,3,15,157.15
651b2c3e,deptC,online,21,6,11,214.89
651b2c3f,deptB,walk-in,19,4,10,355.22
651b2c3d,deptB,kiosk,20,3,17,420.71
651b2c3d,deptA,online,17,0,10,141.30
651b2c3f,deptB,walk-in,20,4,11,432.02
651b2c3f,deptA,kiosk,21,1,11,219.29
651b2c3f,deptB,kiosk,15,3,11,260.56
651b2c3e,deptB,walk-in,21,0,18,718.31
651b2c3f,deptB,kiosk,11,2,17,153.32
651b2c3e,deptB,kiosk,7,5,16,154.63
651b2c3f,deptC,walk-in,19,4,10,142.83
651b2c3f,deptB,online,15,2,10,174.03
651b2c3f,deptA,walk-in,2,0,14,44.54
651b2c3e,deptB,online,0,2,15,16.03
651b2c3e,deptC,walk-in,16,5,18,271.01
651b2c3f,deptC,walk-in,2,3,14,19.23
651b2c3f,deptC,walk-in,15,0,14,159.89
651b2c3f,deptB,kiosk,5,1,9,74.78
651b2c3f,deptA,walk-in,7,5,16,54.32
651b2c3d,deptC,walk-in,16,4,19,192.31
651b2c3e,deptB,kiosk,20,1,10,390.03
651b2c3e,deptC,online,18,3,11,190.76
651b2c3d,deptC,kiosk,13,3,20,119.30
651b2c3d,deptB,kiosk,16,6,18,437.41
651b2c3e,deptA,kiosk,18,1,17,242.91
651b2c3f,deptB,kiosk,4,0,14,64.44
651b2c3e,deptB,kiosk,12,6,12,324.83
651b2c3d,deptB,online,1,6,13,42.65
651b2c3f,deptB,online,9,6,15,118.26
651b2c3f,deptB,walk-in,11,4,9,157.33
651b2c3f,deptA,kiosk,12,4,12,138.94
651b2c3f,deptA,walk-in,11,1,17,144.13
651b2c3f,deptB,kiosk,11,2,20,147.53
651b2c3d,deptA,kiosk,1,5,15,16.33
651b2c3e,deptB,walk-in,4,0,9,131.34
651b2c3f,deptA,kiosk,7,4,12,69.59
651b2c3d,deptA,kiosk,16,1,10,158.21
651b2c3e,deptC,walk-in,19,4,10,242.82
651b2c3e,deptC,kiosk,13,2,9,140.85
651b2c3e,deptB,kiosk,16,2,11,330.52
651b2c3f,deptC,kiosk,10,0,10,81.59
651b2c3f,deptB,online,3,2,14,35.16
651b2c3d,deptA,kiosk,14,6,16,162.21
651b2c3e,deptC,online,2,4,20,23.06
651b2c3e,deptC,kiosk,10,0,14,154.84
651b2c3f,deptA,walk-in,9,4,15,84.92
651b2c3e,deptA,walk-in,9,0,19,217.49
651b2c3f,deptA,walk-in,2,0,13,47.32
651b2c3e,deptC,kiosk,3,5,19,54.01
651b2c3f,deptC,online,14,1,11,101.48
651b2c3e,deptC,walk-in,15,1,8,222.13
651b2c3e,deptA,kiosk,1,1,14,17.60
651b2c3e,deptC,walk-in,3,1,9,41.38
651b2c3f,deptB,walk-in,6,4,14,109.67
651b2c3f,deptC,walk-in,10,0,17,143.08
651b2c3d,deptA,online,8,4,10,74.16
651b2c3f,deptA,online,10,6,11,104.10
651b2c3d,deptA,online,13,1,8,94.89
651b2c3d,deptC,online,0,6,13,7.89
651b2c3e,deptA,online,21,2,12,231.29
651b2c3d,deptA,kiosk,8,4,19,90.10
651b2c3f,deptC,online,22,1,10,136.74
651b2c3d,deptA,kiosk,0,2,13,12.43
651b2c3e,deptB,kiosk,8,0,18,229.69
651b2c3d,deptA,online,11,4,15,104.43
651b2c3d,deptA,kiosk,0,1,9,9.17
651b2c3e,deptC,kiosk,10,6,11,125.59
651b2c3f,deptA,kiosk,3,0,15,33.10
651b2c3e,deptB,online,15,2,20,267.26
651b2c3d,deptA,online,14,0,18,173.62
651b2c3f,deptC,online,13,4,16,88.02
651b2c3f,deptC,walk-in,1,3,13,21.65
651b2c3f,deptC,online,17,5,18,111.41
651b2c3e,deptA,online,14,5,8,127.20
651b2c3f,deptC,online,6,0,9,36.01
651b2c3d,deptC,walk-in,7,6,8,85.79
651b2c3f,deptB,kiosk,20,2,18,324.48
651b2c3d,deptC,walk-in,12,4,18,161.16
651b2c3e,deptB,walk-in,6,4,16,163.92
651b2c3e,deptC,online,20,0,18,293.12
651b2c3d,deptB,online,5,0,9,75.86
651b2c3f,deptB,online,8,4,8,95.53
651b2c3e,deptB,walk-in,14,2,18,399.82
651b2c3f,deptC,kiosk,1,4,13,16.44
651b2c3e,deptA,walk-in,11,0,20,266.38
651b2c3f,deptC,walk-in,12,6,12,190.87
651b2c3d,deptC,walk-in,12,2,19,129.04
651b2c3e,deptC,kiosk,7,2,12,88.05
651b2c3f,deptC,walk-in,14,4,8,140.75
651b2c3e,deptC,kiosk,16,1,17,221.52
651b2c3d,deptC,walk-in,18,0,10,215.11
651b2c3f,deptB,online,19,3,10,200.41
651b2c3d,deptB,kiosk,9,6,18,253.95
651b2c3e,deptB,online,10,0,18,170.26
651b2c3f,deptB,kiosk,5,4,20,57.58
651b2c3e,deptC,kiosk,20,3,12,246.99
651b2c3e,deptA,online,10,0,20,127.97
651b2c3d,deptB,online,14,5,17,167.56
651b2c3f,deptC,walk-in,19,4,18,190.49
651b2c3f,deptA,online,22,6,11,213.47
651b2c3e,deptB,walk-in,12,5,11,318.08
651b2c3e,deptC,kiosk,6,2,13,90.16
651b2c3f,deptA,kiosk,9,3,9,67.84
651b2c3d,deptA,online,15,0,14,140.62
651b2c3d,deptC,kiosk,18,1,11,173.43
651b2c3f,deptC,online,6,5,11,43.45
651b2c3e,deptC,walk-in,13,1,13,208.33
651b2c3d,deptA,kiosk,1,0,16,29.36
651b2c3d,deptC,online,8,5,8,51.57
651b2c3e,deptA,walk-in,11,0,15,210.60
651b2c3f,deptB,online,0,3,14,9.36
651b2c3d,deptA,online,17,6,12,233.39
651b2c3f,deptB,online,14,3,20,135.23
651b2c3f,deptA,walk-in,17,3,18,265.06
651b2c3e,deptA,kiosk,10,4,16,139.50
651b2c3f,deptA,online,14,4,8,125.35
651b2c3e,deptC,online,21,1,11,171.74
651b2c3f,deptB,online,7,6,18,103.34
651b2c3d,deptA,kiosk,0,6,15,11.61
651b2c3f,deptB,online,1,6,20,22.39
651b2c3d,deptC,online,24,2,11,236.79
651b2c3f,deptC,kiosk,8,1,18,62.72
651b2c3d,deptC,walk-in,13,6,15,172.48
651b2c3d,deptC,kiosk,9,3,10,81.10
651b2c3f,deptA,kiosk,11,4,9,94.20
651b2c3d,deptB,online,9,0,18,194.94
651b2c3f,deptB,walk-in,8,2,14,113.58
651b2c3e,deptA,walk-in,0,0,20,15.04
651b2c3f,deptA,walk-in,8,6,9,111.68
651b2c3e,deptA,walk-in,17,2,11,308.03
651b2c3f,deptB,kiosk,14,1,16,169.05
651b2c3e,deptC,walk-in,9,1,17,167.61
651b2c3e,deptC,walk-in,15,3,11,287.42
651b2c3d,deptC,kiosk,11,3,15,126.59
651b2c3e,deptB,online,9,2,17,149.33
651b2c3e,deptA,kiosk,0,4,15,10.04
651b2c3d,deptC,walk-in,4,2,13,70.11
651b2c3e,deptC,kiosk,5,6,9,46.46
651b2c3f,deptA,kiosk,14,2,12,148.70
651b2c3e,deptC,online,16,0,10,124.84
651b2c3f,deptB,kiosk,22,3,11,375.46
651b2c3d,deptB,kiosk,19,0,18,358.03
651b2c3e,deptA,walk-in,9,3,19,192.08
651b2c3f,deptA,walk-in,10,4,10,102.68
651b2c3e,deptC,walk-in,22,6,18,409.38
651b2c3d,deptB,walk-in,11,3,13,264.62
651b2c3e,deptB,walk-in,14,1,12,357.79
651b2c3d,deptC,kiosk,22,6,17,248.76
651b2c3e,deptA,online,7,6,18,107.91
651b2c3e,deptB,kiosk,8,6,20,174.69
651b2c3e,deptC,walk-in,12,3,9,165.85
651b2c3e,deptB,online,2,4,20,41.22
651b2c3e,deptB,kiosk,11,5,12,311.03
651b2c3f,deptB,online,21,1,11,233.92
651b2c3e,deptA,kiosk,9,3,18,172.72
651b2c3f,deptC,walk-in,20,1,17,244.97
651b2c3e,deptB,kiosk,15,3,14,319.67
651b2c3e,deptA,walk-in,9,6,16,168.47
651b2c3f,deptB,online,5,5,18,93.97
651b2c3d,deptB,kiosk,15,4,20,263.60
651b2c3f,deptC,kiosk,15,5,10,95.73
651b2c3e,deptC,walk-in,4,5,20,62.39
651b2c3f,deptA,walk-in,18,2,17,262.35
651b2c3e,deptC,walk-in,15,2,17,194.90
651b2c3d,deptA,online,11,5,13,128.77
651b2c3d,deptB,online,18,2,19,251.19
651b2c3e,deptA,walk-in,6,0,19,154.81
651b2c3f,deptB,walk-in,18,6,12,376.16
651b2c3d,deptB,online,12,1,12,167.90
651b2c3e,deptB,walk-in,11,2,14,229.22
651b2c3d,deptC,walk-in,16,1,19,194.75
651b2c3d,deptC,online,10,3,19,80.00
651b2c3f,deptC,walk-in,1,5,9,19.40
651b2c3d,deptB,kiosk,10,4,18,182.25
651b2c3f,deptA,kiosk,1,1,16,13.28
651b2c3d,deptC,kiosk,2,4,14,29.63
651b2c3f,deptB,online,16,6,18,276.81
651b2c3d,deptA,walk-in,17,4,18,206.04
651b2c3e,deptC,kiosk,7,2,18,73.70
651b2c3e,deptB,online,12,0,17,273.39
651b2c3f,deptA,kiosk,4,1,9,59.73
651b2c3f,deptA,kiosk,6,1,15,66.91
651b2c3d,deptB,online,11,1,10,150.45
651b2c3d,deptC,kiosk,7,3,13,63.17
651b2c3e,deptC,online,10,5,20,84.23
651b2c3f,deptB,online,9,6,17,151.06
651b2c3e,deptB,walk-in,14,0,16,427.64
651b2c3e,deptC,kiosk,14,3,19,180.87
651b2c3d,deptB,kiosk,8,6,14,142.71
651b2c3e,deptA,kiosk,0,4,14,11.21
651b2c3f,deptB,walk-in,8,0,14,179.43
651b2c3e,deptB,walk-in,5,5,8,147.47
651b2c3e,deptA,kiosk,5,3,16,77.60
651b2c3e,deptB,walk-in,7,4,11,236.82
651b2c3f,deptC,kiosk,17,1,19,158.79
651b2c3e,deptC,walk-in,6,2,15,59.47
651b2c3d,deptC,online,6,4,10,60.13
651b2c3d,deptC,online,7,1,13,55.23
651b2c3e,deptA,online,7,5,13,97.65
651b2c3e,deptA,kiosk,13,5,17,165.42
651b2c3e,deptB,kiosk,12,0,10,284.58
651b2c3d,deptC,walk-in,2,1,15,17.77
651b2c3d,deptC,online,7,4,16,66.44
651b2c3e,deptB,walk-in,14,1,14,345.47
651b2c3d,deptA,walk-in,13,6,18,280.19
651b2c3e,deptB,walk-in,8,3,20,207.10
651b2c3f,deptA,walk-in,5,2,8,56.89
651b2c3e,deptC,online,20,5,19,216.84
651b2c3f,deptA,kiosk,17,5,18,200.96
651b2c3d,deptC,online,10,3,20,84.42
651b2c3f,deptB,walk-in,1,3,15,32.86
651b2c3d,deptC,kiosk,20,2,11,240.42
651b2c3e,deptB,walk-in,6,2,8,124.84
651b2c3f,deptB,walk-in,13,1,10,210.54
651b2c3d,deptC,walk-in,12,1,13,191.01
651b2c3d,deptB,walk-in,1,4,15,36.66
651b2c3e,deptA,online,13,1,10,124.19
651b2c3d,deptB,kiosk,7,2,10,148.50
651b2c3f,deptC,online,3,2,20,19.78
651b2c3f,deptB,kiosk,15,2,17,263.65
651b2c3d,deptA,online,12,5,17,96.27
651b2c3e,deptC,online,2,3,8,26.22
651b2c3d,deptC,kiosk,3,4,16,36.54
651b2c3e,deptA,kiosk,17,0,12,362.03
651b2c3e,deptB,online,1,6,20,28.38
651b2c3f,deptC,kiosk,1,4,15,15.77
651b2c3e,deptA,walk-in,12,1,9,208.15
651b2c3f,deptC,online,13,2,17,124.62
651b2c3e,deptB,online,5,6,20,107.63
651b2c3e,deptA,walk-in,11,3,17,205.30
651b2c3d,deptC,walk-in,5,6,15,76.15
651b2c3e,deptB,walk-in,2,4,20,51.88
651b2c3f,deptC,online,13,4,17,84.57
651b2c3f,deptC,online,12,5,16,60.81
651b2c3f,deptA,online,13,2,19,114.40
651b2c3f,deptA,kiosk,14,1,10,105.81
651b2c3e,deptC,walk-in,18,5,12,321.61
651b2c3d,deptB,walk-in,9,0,17,341.71
651b2c3e,deptA,online,13,4,11,175.75
651b2c3f,deptC,walk-in,10,3,15,123.70
651b2c3f,deptB,online,14,3,12,205.76
651b2c3e,deptC,kiosk,8,4,15,83.10
651b2c3d,deptC,kiosk,6,4,17,58.10
651b2c3e,deptC,walk-in,14,1,9,194.49
651b2c3e,deptC,kiosk,14,1,15,95.37
651b2c3d,deptA,walk-in,2,0,8,37.29
651b2c3d,deptB,kiosk,5,6,13,118.60
651b2c3d,deptC,kiosk,6,2,15,60.43
651b2c3e,deptA,walk-in,20,3,12,332.83
651b2c3e,deptC,kiosk,14,5,8,109.13
651b2c3e,deptB,walk-in,13,0,12,412.95
651b2c3e,deptB,kiosk,13,6,14,361.76
651b2c3f,deptC,kiosk,14,0,15,130.74
651b2c3d,deptC,online,9,5,8,65.90
651b2c3d,deptA,kiosk,12,4,18,177.59
651b2c3e,deptA,walk-in,14,1,14,175.00
651b2c3e,deptB,walk-in,7,5,15,192.70
651b2c3f,deptC,kiosk,2,4,13,23.32
651b2c3d,deptC,kiosk,15,3,17,145.69
651b2c3e,deptB,walk-in,15,4,13,465.39
651b2c3e,deptC,online,6,4,14,42.04
651b2c3e,deptC,walk-in,3,1,14,52.67
651b2c3e,deptA,online,17,1,18,234.31
651b2c3d,deptC,walk-in,3,5,19,40.95
651b2c3e,deptA,online,17,6,12,221.16
651b2c3f,deptC,walk-in,21,5,11,267.36
651b2c3e,deptB,walk-in,8,4,15,171.51
651b2c3f,deptB,online,9,3,16,108.46
651b2c3f,deptC,walk-in,9,0,16,92.86
651b2c3f,deptB,walk-in,2,0,13,50.96
651b2c3d,deptA,walk-in,13,0,11,260.38
651b2c3e,deptB,online,14,6,17,289.35
651b2c3e,deptA,online,12,2,14,129.46
651b2c3d,deptC,online,11,0,13,98.41
651b2c3f,deptA,walk-in,23,6,18,287.30
651b2c3e,deptA,walk-in,0,2,9,13.60
651b2c3f,deptA,kiosk,10,6,10,107.41
651b2c3d,deptB,kiosk,14,5,15,261.59
651b2c3f,deptA,kiosk,5,1,20,51.37
651b2c3d,deptC,online,5,1,13,44.45
651b2c3f,deptB,online,2,4,20,27.83
651b2c3e,deptC,online,11,3,12,122.82
651b2c3e,deptA,walk-in,13,6,14,234.28
651b2c3f,deptC,walk-in,9,0,19,114.22
651b2c3e,deptB,kiosk,8,6,16,234.98
651b2c3e,deptC,online,0,6,16,8.31
651b2c3d,deptC,walk-in,8,2,13,110.87
651b2c3e,deptC,online,16,5,19,165.81
651b2c3f,deptC,walk-in,14,2,17,171.61
651b2c3d,deptC,walk-in,17,5,19,214.10
651b2c3d,deptA,online,21,5,19,238.40
651b2c3d,deptA,online,6,6,15,57.63
651b2c3f,deptB,online,9,3,9,94.03
651b2c3d,deptA,online,10,2,15,64.66
651b2c3d,deptC,walk-in,18,1,11,295.18
651b2c3e,deptC,kiosk,1,0,8,23.74
651b2c3d,deptB,kiosk,1,2,16,28.48
651b2c3e,deptC,online,8,4,9,56.35
651b2c3d,deptA,kiosk,3,0,14,44.80
651b2c3d,deptA,walk-in,21,0,11,392.80
651b2c3e,deptA,walk-in,0,6,8,16.47
651b2c3e,deptC,online,10,0,8,80.30
651b2c3f,deptA,kiosk,17,3,19,199.98
651b2c3d,deptB,kiosk,4,1,15,83.39
651b2c3e,deptA,walk-in,21,4,12,374.15
651b2c3e,deptC,walk-in,14,6,17,265.17
651b2c3e,deptB,walk-in,10,0,11,335.75
651b2c3e,deptC,kiosk,6,0,20,90.22
651b2c3f,deptC,kiosk,5,3,20,49.94
651b2c3e,deptB,online,0,1,20,13.72
651b2c3d,deptC,online,8,2,9,51.55
651b2c3f,deptB,online,14,0,11,220.32
651b2c3e,deptB,walk-in,11,1,20,303.18
651b2c3e,deptB,walk-in,15,2,20,329.67
651b2c3d,deptC,kiosk,18,0,18,211.20
651b2c3f,deptC,kiosk,9,2,17,83.57
651b2c3f,deptC,online,1,6,20,13.41
651b2c3d,deptC,online,3,0,15,25.45
651b2c3d,deptB,kiosk,13,1,12,230.57
651b2c3f,deptC,kiosk,17,1,10,129.50
651b2c3f,deptB,walk-in,8,1,13,188.39
651b2c3f,deptC,kiosk,10,5,20,69.18
651b2c3f,deptA,online,3,1,20,22.57
651b2c3d,deptC,walk-in,18,6,11,255.20
651b2c3f,deptA,kiosk,9,2,10,91.65
651b2c3e,deptA,walk-in,22,5,10,280.16
651b2c3f,deptC,online,14,4,17,104.75
651b2c3d,deptC,kiosk,7,2,13,81.08
651b2c3e,deptA,walk-in,10,4,9,153.29
651b2c3e,deptB,kiosk,5,0,14,123.60
651b2c3f,deptB,walk-in,11,6,8,262.78
651b2c3f,deptB,walk-in,6,0,15,159.21
651b2c3f,deptB,kiosk,15,4,19,190.55
651b2c3f,deptA,online,8,4,13,86.14
651b2c3e,deptB,online,13,5,20,179.13
651b2c3f,deptB,walk-in,15,3,13,368.95
651b2c3d,deptB,kiosk,11,6,8,191.38
651b2c3d,deptA,kiosk,11,5,17,158.18
651b2c3f,deptC,online,8,5,11,54.75
651b2c3d,deptB,online,20,2,12,299.92
651b2c3d,deptB,online,15,0,15,205.67
651b2c3e,deptB,walk-in,4,3,9,114.57
651b2c3e,deptB,walk-in,12,0,13,420.03
651b2c3d,deptC,online,21,3,12,193.54
651b2c3d,deptB,online,0,2,8,10.93
651b2c3f,deptA,online,5,4,18,56.20
651b2c3f,deptC,online,9,0,16,38.90
651b2c3e,deptC,walk-in,16,6,10,240.08
651b2c3d,deptA,walk-in,19,1,12,338.02
651b2c3f,deptB,online,2,3,20,26.95
651b2c3e,deptB,walk-in,18,3,12,519.55
651b2c3f,deptA,kiosk,7,2,19,67.43
651b2c3d,deptA,online,3,4,9,39.84
651b2c3d,deptC,online,22,4,19,209.22
651b2c3e,deptC,kiosk,21,1,11,255.67
651b2c3d,deptC,kiosk,23,3,10,207.52
651b2c3e,deptA,online,15,0,16,204.48
651b2c3f,deptB,online,20,0,18,287.98
651b2c3e,deptC,walk-in,3,3,9,53.83
651b2c3d,deptB,online,11,3,10,163.07
651b2c3d,deptA,kiosk,11,4,9,104.85
651b2c3e,deptA,kiosk,9,1,10,125.05
651b2c3d,deptB,online,18,4,10,147.99
651b2c3d,deptB,online,11,0,16,118.45
651b2c3d,deptA,walk-in,12,5,13,212.53
651b2c3e,deptB,kiosk,14,2,18,393.77
651b2c3e,deptA,kiosk,14,4,10,176.03
651b2c3e,deptC,online,14,4,8,107.13
651b2c3d,deptC,walk-in,3,0,16,36.98
651b2c3e,deptB,online,5,2,16,86.57
651b2c3e,deptB,online,1,6,15,38.98
651b2c3f,deptC,kiosk,12,3,16,111.42
651b2c3f,deptA,walk-in,18,4,12,226.75
651b2c3e,deptA,kiosk,4,5,13,76.42
651b2c3e,deptC,kiosk,11,1,15,144.07
651b2c3e,deptA,online,12,6,15,122.22
651b2c3e,deptC,walk-in,4,4,13,66.48
651b2c3d,deptB,kiosk,3,6,16,75.10
651b2c3d,deptA,online,10,5,8,72.63
651b2c3f,deptB,kiosk,20,6,11,404.72
651b2c3f,deptB,kiosk,10,0,19,230.91
651b2c3e,deptB,online,12,3,9,178.34
651b2c3d,deptA,walk-in,13,4,15,162.39
651b2c3e,deptC,online,3,4,14,30.43
651b2c3d,deptC,kiosk,15,4,18,180.87
651b2c3d,deptB,kiosk,13,0,14,283.89
651b2c3f,deptC,kiosk,5,2,8,36.06
651b2c3d,deptB,walk-in,14,6,17,359.68
651b2c3d,deptC,kiosk,14,2,20,100.30
651b2c3e,deptB,kiosk,12,5,8,207.65
651b2c3f,deptA,walk-in,2,0,8,37.37
651b2c3e,deptB,kiosk,5,0,18,143.17
651b2c3e,deptA,online,13,6,9,148.52
651b2c3f,deptA,walk-in,11,3,8,121.39
651b2c3f,deptC,kiosk,12,3,15,104.61
651b2c3e,deptC,kiosk,3,6,13,59.43
651b2c3e,deptB,kiosk,18,5,12,454.92
651b2c3d,deptC,kiosk,2,5,20,22.61
651b2c3d,deptC,kiosk,10,0,12,135.89
651b2c3f,deptC,walk-in,22,5,10,209.18
651b2c3f,deptB,kiosk,11,3,17,206.95
651b2c3d,deptC,kiosk,20,2,18,235.29
651b2c3f,deptA,kiosk,12,3,11,134.88
651b2c3f,deptA,walk-in,13,5,9,88.52
651b2c3d,deptB,walk-in,12,3,18,291.89
651b2c3d,deptA,walk-in,14,4,13,253.30
651b2c3d,deptB,walk-in,9,6,20,167.57
651b2c3d,deptC,online,12,3,12,98.96
651b2c3f,deptB,walk-in,20,2,12,397.88
651b2c3e,deptB,kiosk,4,0,8,115.39
651b2c3f,deptB,kiosk,14,2,17,243.95
651b2c3d,deptA,kiosk,17,6,11,214.21
651b2c3e,deptC,online,18,2,17,164.08
651b2c3d,deptC,walk-in,15,1,9,145.39
651b2c3d,deptC,online,11,3,15,80.37
651b2c3f,deptC,walk-in,13,6,13,144.24
651b2c3f,deptA,walk-in,14,6,16,215.71
651b2c3e,deptA,kiosk,4,2,8,54.22
651b2c3d,deptC,online,0,3,8,5.19
651b2c3d,deptB,kiosk,11,0,14,201.47
651b2c3d,deptB,kiosk,18,3,11,342.33
651b2c3d,deptA,online,7,6,14,98.02
651b2c3e,deptC,walk-in,23,5,12,306.66
651b2c3d,deptC,walk-in,9,4,9,114.13
651b2c3f,deptA,online,11,0,13,89.64
651b2c3e,deptA,online,14,5,13,152.12
651b2c3e,deptA,walk-in,13,5,16,235.42
651b2c3f,deptA,kiosk,0,0,8,8.94
651b2c3e,deptB,kiosk,14,5,18,428.66
651b2c3d,deptC,online,17,3,11,149.36
651b2c3f,deptB,online,20,4,19,219.40
651b2c3d,deptC,kiosk,0,4,14,7.30
651b2c3d,deptA,kiosk,9,3,19,131.19
651b2c3f,deptA,walk-in,14,5,15,145.02
651b2c3d,deptB,online,14,3,16,196.80
651b2c3d,deptA,kiosk,15,5,9,133.78
651b2c3d,deptB,walk-in,9,4,15,170.17
651b2c3f,deptB,walk-in,17,5,12,393.92
651b2c3f,deptB,walk-in,11,6,15,233.92
651b2c3e,deptC,online,7,6,11,99.93
651b2c3d,deptB,kiosk,0,1,9,14.56
651b2c3f,deptC,walk-in,11,0,15,113.16
651b2c3f,deptC,kiosk,15,5,17,135.21
651b2c3e,deptB,kiosk,2,0,14,60.39
651b2c3f,deptB,online,10,6,18,116.49
651b2c3d,deptB,kiosk,2,2,20,48.67
651b2c3f,deptB,online,3,1,8,35.31
651b2c3f,deptC,online,12,2,11,78.69
651b2c3d,deptC,kiosk,18,0,10,212.87
651b2c3d,deptC,kiosk,6,6,9,66.04
651b2c3e,deptC,online,6,4,8,61.15
651b2c3e,deptB,walk-in,7,0,8,180.94
651b2c3f,deptC,online,7,3,12,49.00
651b2c3f,deptA,kiosk,5,5,14,50.96
651b2c3d,deptB,online,0,0,20,10.83
651b2c3e,deptC,online,19,0,17,209.45
651b2c3f,deptB,kiosk,15,5,16,214.49
651b2c3d,deptA,kiosk,14,4,20,178.83
651b2c3d,deptA,kiosk,5,1,17,67.81
651b2c3e,deptC,walk-in,2,0,15,49.88
651b2c3f,deptB,walk-in,23,2,18,494.19
651b2c3e,deptC,online,7,3,19,72.39
651b2c3f,deptB,online,15,4,19,232.10
651b2c3d,deptC,walk-in,6,5,9,68.85
651b2c3d,deptB,online,5,3,11,110.64
651b2c3d,deptA,kiosk,3,2,14,38.60
651b2c3e,deptB,kiosk,10,5,12,249.70
651b2c3e,deptC,kiosk,0,4,20,11.45
651b2c3e,deptC,walk-in,23,1,10,311.37
651b2c3f,deptC,online,11,5,9,78.29
651b2c3d,deptB,online,20,2,18,226.72
651b2c3e,deptC,walk-in,9,0,15,153.79
651b2c3d,deptB,online,10,4,19,163.31
651b2c3f,deptB,kiosk,0,4,15,16.09
651b2c3e,deptC,online,19,4,17,148.77
651b2c3e,deptB,walk-in,0,6,13,30.60
651b2c3d,deptA,walk-in,7,0,13,96.86
651b2c3e,deptC,kiosk,2,1,9,28.58
651b2c3f,deptB,walk-in,4,6,20,98.52
651b2c3e,deptC,online,9,4,11,116.28
651b2c3d,deptB,walk-in,14,0,13,326.80
651b2c3f,deptC,walk-in,6,1,13,84.07
651b2c3e,deptC,online,10,6,8,100.56
651b2c3e,deptC,kiosk,14,3,14,156.73
651b2c3e,deptA,walk-in,5,1,8,84.21
651b2c3d,deptB,kiosk,15,2,12,377.98
651b2c3f,deptB,online,11,4,20,146.00
651b2c3f,deptA,online,14,4,10,107.34
651b2c3d,deptC,kiosk,20,5,18,198.42
651b2c3d,deptA,kiosk,4,2,15,44.87
651b2c3f,deptB,online,20,3,19,293.28
651b2c3d,deptB,kiosk,24,0,11,514.28
651b2c3f,deptB,kiosk,12,2,10,171.11
651b2c3e,deptA,online,5,5,13,67.95
651b2c3e,deptC,walk-in,4,6,15,66.49
651b2c3d,deptA,online,0,2,9,8.15
651b2c3e,deptB,online,13,5,20,171.00
651b2c3e,deptA,walk-in,1,3,13,34.24
651b2c3f,deptA,walk-in,9,5,20,87.23
651b2c3f,deptB,online,10,4,12,108.39
651b2c3e,deptA,walk-in,20,5,19,305.39
651b2c3f,deptB,walk-in,14,3,20,205.98
651b2c3f,deptA,kiosk,3,1,9,25.31
651b2c3d,deptC,online,14,6,17,172.33
651b2c3f,deptC,kiosk,5,3,16,44.13
651b2c3f,deptC,online,3,1,16,21.36
651b2c3f,deptB,kiosk,5,5,14,99.28
